ci;ei;mi;mi2-5;data_type;id_sample;ab_unident;id_level_1;id_level_2;id_level_3;nematods_si;ab_omnivores;ab_predators;country_code;ab_fungivores;ab_herbivores;main_prog_name;precision_date;ab_bacterivores;additional_name;id_sampling_point;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;total_nem_biomass;ab_Total_nematodes;date_sample_collection;nematode_family_richness;nematode_genera_richness
81.19;46.01;1.98;NULL;Data Microfauna;2018-07-20-D_SE_R8-71B_T-D_B-1_P-4_Data Microfauna;0;D;1;4;2.81;0;0;SE;103;33;r871b;D;63;Offer;2018-07-20-D_SE_R8-71B_T-D_B-1_P-4;T;B;P;;198;NULL;;16
61.52;55.74;1.89;NULL;Data Microfauna;2018-07-20-D_SE_R8-71B_T-A_B-2_P-1_Data Microfauna;0;A;2;1;0;0;0;SE;34;31;r871b;D;20;Offer;2018-07-20-D_SE_R8-71B_T-A_B-2_P-1;T;B;P;;85;NULL;;18
58.78;45.54;1.97;NULL;Data Microfauna;2018-07-20-D_SE_R8-71B_T-A_B-2_P-2_Data Microfauna;0;A;2;2;9.3;1;0;SE;20;35;r871b;D;43;Offer;2018-07-20-D_SE_R8-71B_T-A_B-2_P-2;T;B;P;;99;NULL;;16
6.19;85.46;1.48;NULL;Data Microfauna;2018-07-20-D_SE_R8-71B_T-A_B-2_P-3_Data Microfauna;0;A;2;3;19.29;2;0;SE;15;16;r871b;D;102;Offer;2018-07-20-D_SE_R8-71B_T-A_B-2_P-3;T;B;P;;134;NULL;;18
93.9;44.9;2.01;NULL;Data Microfauna;2018-07-20-D_SE_R8-71B_T-A_B-2_P-4_Data Microfauna;0;A;2;4;4.23;2;0;SE;80;231;r871b;D;71;Offer;2018-07-20-D_SE_R8-71B_T-A_B-2_P-4;T;B;P;;385;NULL;;17
50.06;57.94;1.9;NULL;Data Microfauna;2018-07-20-D_SE_R8-71B_T-B_B-2_P-1_Data Microfauna;0;B;2;1;8.62;5;0;SE;101;56;r871b;D;94;Offer;2018-07-20-D_SE_R8-71B_T-B_B-2_P-1;T;B;P;;255;NULL;;15
40.34;55.44;1.94;NULL;Data Microfauna;2018-07-20-D_SE_R8-71B_T-B_B-2_P-2_Data Microfauna;0;B;2;2;17.6;4;0;SE;28;20;r871b;D;53;Offer;2018-07-20-D_SE_R8-71B_T-B_B-2_P-2;T;B;P;;106;NULL;;20
100;47.42;2;NULL;Data Microfauna;2018-07-20-D_SE_R8-71B_T-B_B-2_P-3_Data Microfauna;0;B;2;3;0;0;0;SE;33;44;r871b;D;5;Offer;2018-07-20-D_SE_R8-71B_T-B_B-2_P-3;T;B;P;;82;NULL;;11
32.48;66.25;1.81;NULL;Data Microfauna;2018-07-20-D_SE_R8-71B_T-B_B-2_P-4_Data Microfauna;0;B;2;4;13.79;2;0;SE;41;21;r871b;D;54;Offer;2018-07-20-D_SE_R8-71B_T-B_B-2_P-4;T;B;P;;118;NULL;;15
40.75;64.75;1.86;NULL;Data Microfauna;2018-07-20-D_SE_R8-71B_T-D_B-2_P-1_Data Microfauna;0;D;2;1;15.28;3;0;SE;39;45;r871b;D;52;Offer;2018-07-20-D_SE_R8-71B_T-D_B-2_P-1;T;B;P;;140;NULL;;16
78.3;51.34;2.01;NULL;Data Microfauna;2018-07-20-D_SE_R8-71B_T-D_B-2_P-2_Data Microfauna;0;D;2;2;12.48;0;0;SE;78;19;r871b;D;25;Offer;2018-07-20-D_SE_R8-71B_T-D_B-2_P-2;T;B;P;;121;NULL;;11
100;41.57;2;NULL;Data Microfauna;2018-07-20-D_SE_R8-71B_T-D_B-2_P-3_Data Microfauna;0;D;2;3;0;0;0;SE;57;23;r871b;D;28;Offer;2018-07-20-D_SE_R8-71B_T-D_B-2_P-3;T;B;P;;109;NULL;;10
77.35;46.93;1.99;NULL;Data Microfauna;2018-07-20-D_SE_R8-71B_T-D_B-2_P-4_Data Microfauna;0;D;2;4;7.27;1;0;SE;47;31;r871b;D;35;Offer;2018-07-20-D_SE_R8-71B_T-D_B-2_P-4;T;B;P;;115;NULL;;14
0;100;1;NULL;Data Microfauna;1981-04-28-D_PL_Kozlowska_T-High_B-1_P-NA_Data Microfauna;;High;1;NA;NA;0;0;PL;5;0;kozlowska;D;5375;Drabrowa;1981-04-28-D_PL_Kozlowska_T-High_B-1_P-NA;T;B;P;37.01;5380;NULL;;3
0;100;1;NULL;Data Microfauna;1981-04-28-D_PL_Kozlowska_T-High_B-2_P-NA_Data Microfauna;;High;2;NA;100;0;0;PL;0;0;kozlowska;D;1510;Drabrowa;1981-04-28-D_PL_Kozlowska_T-High_B-2_P-NA;T;B;P;10.17;1510;NULL;;4
0.59;98.31;1.07;NULL;Data Microfauna;1981-04-28-D_PL_Kozlowska_T-High_B-3_P-NA_Data Microfauna;;High;3;NA;3.56;0;0;PL;26;50;kozlowska;D;1154;Drabrowa;1981-04-28-D_PL_Kozlowska_T-High_B-3_P-NA;T;B;P;5.36;1230;NULL;;10
0.09;96.36;1.13;NULL;Data Microfauna;1981-04-28-D_PL_Kozlowska_T-Low_B-1_P-NA_Data Microfauna;;Low;1;NA;0;0;0;PL;3;35;kozlowska;D;1101;Drabrowa;1981-04-28-D_PL_Kozlowska_T-Low_B-1_P-NA;T;B;P;7.09;1140;NULL;;9
1.46;97.13;1.39;NULL;Data Microfauna;1981-04-28-D_PL_Kozlowska_T-Low_B-2_P-NA_Data Microfauna;;Low;2;NA;78.48;1;21;PL;28;34;kozlowska;D;566;Drabrowa;1981-04-28-D_PL_Kozlowska_T-Low_B-2_P-NA;T;B;P;0.58;650;NULL;;20
11.48;72.19;1.93;NULL;Data Microfauna;1981-04-28-D_PL_Kozlowska_T-Low_B-3_P-NA_Data Microfauna;;Low;3;NA;47.92;4;2;PL;10;9;kozlowska;D;47;Drabrowa;1981-04-28-D_PL_Kozlowska_T-Low_B-3_P-NA;T;B;P;0.19;72;NULL;;16
100;30.47;3.08;NULL;Data Microfauna;1987-01-01-Y_ES_Sierra Nevada-Mulacen_F-A_B-NA_P-NA_Data Microfauna;;A;NA;NA;79.73;45;18;ES;37;6;sierra_nevadamulacen;Y;49;;1987-01-01-Y_ES_Sierra Nevada-Mulacen_F-A_B-NA_P-NA;F;B;P;0.35;155;NULL;;32
100;2.94;3.02;NULL;Data Microfauna;1988-01-01-Y_ES_Sierra Nevada-Mulacen_F-B_B-NA_P-NA_Data Microfauna;;B;NA;NA;78.85;10;28;ES;2;92;sierra_nevadamulacen;Y;46;;1988-01-01-Y_ES_Sierra Nevada-Mulacen_F-B_B-NA_P-NA;F;B;P;0.26;178;NULL;;25
80.58;36.65;2.57;NULL;Data Microfauna;1989-01-01-Y_ES_Sierra Nevada-Mulacen_F-C_B-NA_P-NA_Data Microfauna;;C;NA;NA;64.47;0;370;ES;401;125;sierra_nevadamulacen;Y;542;;1989-01-01-Y_ES_Sierra Nevada-Mulacen_F-C_B-NA_P-NA;F;B;P;0.97;1438;NULL;;46
87.56;30.41;2.55;NULL;Data Microfauna;1991-01-01-Y_ES_Sierra Nevada-Mulacen_F-D_B-NA_P-NA_Data Microfauna;;D;NA;NA;61.19;53;39;ES;117;41;sierra_nevadamulacen;Y;202;;1991-01-01-Y_ES_Sierra Nevada-Mulacen_F-D_B-NA_P-NA;F;B;P;0.38;453;NULL;;64
100;28.72;2.69;NULL;Data Microfauna;1992-01-01-Y_ES_Sierra Nevada-Mulacen_F-E_B-NA_P-NA_Data Microfauna;;E;NA;NA;67.4;7;38;ES;37;3;sierra_nevadamulacen;Y;55;;1992-01-01-Y_ES_Sierra Nevada-Mulacen_F-E_B-NA_P-NA;F;B;P;0.11;139;NULL;;27
15.85;48.1;2.33;NULL;Data Microfauna;1993-04-01-M_GE_Diedrich_T-D1_B-NA_P-NA_Data Microfauna;;D1;NA;NA;60.63;82;142;GE;121;3041;diedrich;M;927;Düsterdieker Niederung;1993-04-01-M_GE_Diedrich_T-D1_B-NA_P-NA;T;B;P;25.33;4314;NULL;;57
22.15;43.82;2.49;NULL;Data Microfauna;1993-07-01-M_GE_Diedrich_T-D1_B-NA_P-NA_Data Microfauna;;D1;NA;NA;70.44;156;292;GE;271;7456;diedrich;M;2249;Düsterdieker Niederung;1993-07-01-M_GE_Diedrich_T-D1_B-NA_P-NA;T;B;P;5.44;10413;NULL;;61
40.94;34.05;2.6;NULL;Data Microfauna;1993-04-01-M_GE_Diedrich_T-D2_B-NA_P-NA_Data Microfauna;;D2;NA;NA;68.66;152;181;GE;164;4417;diedrich;M;734;Düsterdieker Niederung;1993-04-01-M_GE_Diedrich_T-D2_B-NA_P-NA;T;B;P;11.86;5648;NULL;;54
36.55;35.95;2.66;NULL;Data Microfauna;1993-07-01-M_GE_Diedrich_T-D2_B-NA_P-NA_Data Microfauna;;D2;NA;NA;74.53;464;398;GE;318;10184;diedrich;M;1896;Düsterdieker Niederung;1993-07-01-M_GE_Diedrich_T-D2_B-NA_P-NA;T;B;P;7.73;13261;NULL;;58
12.66;35.43;2.53;NULL;Data Microfauna;1993-04-01-M_GE_Diedrich_T-D3_B-NA_P-NA_Data Microfauna;;D3;NA;NA;68.37;135;142;GE;56;2624;diedrich;M;787;Düsterdieker Niederung;1993-04-01-M_GE_Diedrich_T-D3_B-NA_P-NA;T;B;P;14.3;3748;NULL;;57
26.93;26.51;2.52;NULL;Data Microfauna;1993-07-01-M_GE_Diedrich_T-D3_B-NA_P-NA_Data Microfauna;;D3;NA;NA;66.03;346;310;GE;187;4216;diedrich;M;2148;Düsterdieker Niederung;1993-07-01-M_GE_Diedrich_T-D3_B-NA_P-NA;T;B;P;6.52;7207;NULL;;65
9.59;46.61;2.32;NULL;Data Microfauna;1993-04-01-M_GE_Diedrich_T-S1_B-NA_P-NA_Data Microfauna;;S1;NA;NA;61.34;104;221;GE;203;1742;diedrich;M;2238;Strönfeld;1993-04-01-M_GE_Diedrich_T-S1_B-NA_P-NA;T;B;P;4.82;4513;NULL;;55
7.62;58.97;2.3;NULL;Data Microfauna;1993-07-01-M_GE_Diedrich_T-S1_B-NA_P-NA_Data Microfauna;;S1;NA;NA;65.96;146;231;GE;269;4223;diedrich;M;2831;Strönfeld;1993-07-01-M_GE_Diedrich_T-S1_B-NA_P-NA;T;B;P;13.13;7693;NULL;;59
26.08;36.87;2.85;NULL;Data Microfauna;1993-04-01-M_GE_Diedrich_T-S2_B-NA_P-NA_Data Microfauna;;S2;NA;NA;79.33;266;208;GE;261;3076;diedrich;M;1025;Strönfeld;1993-04-01-M_GE_Diedrich_T-S2_B-NA_P-NA;T;B;P;5.36;4837;NULL;;50
14.38;47.09;2.9;NULL;Data Microfauna;1993-07-01-M_GE_Diedrich_T-S2_B-NA_P-NA_Data Microfauna;;S2;NA;NA;85.74;402;335;GE;290;4382;diedrich;M;2031;Strönfeld;1993-07-01-M_GE_Diedrich_T-S2_B-NA_P-NA;T;B;P;14.11;7439;NULL;;62
15.13;48.07;2.6;NULL;Data Microfauna;1993-04-01-M_GE_Diedrich_T-S3_B-NA_P-NA_Data Microfauna;;S3;NA;NA;74.69;331;160;GE;160;1384;diedrich;M;1374;Strönfeld;1993-04-01-M_GE_Diedrich_T-S3_B-NA_P-NA;T;B;P;6.24;3410;NULL;;53
16.22;41.03;2.52;NULL;Data Microfauna;1993-07-01-M_GE_Diedrich_T-S3_B-NA_P-NA_Data Microfauna;;S3;NA;NA;71.05;396;198;GE;272;4352;diedrich;M;3025;Strönfeld;1993-07-01-M_GE_Diedrich_T-S3_B-NA_P-NA;T;B;P;11.16;8242;NULL;;65
;;;NULL;Data Microfauna;1974-06-01-M_GB_Ordnance survey_F-1_B-NA_P-NA_Data Microfauna;;1;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-06-01-M_GB_Ordnance survey_F-1_B-NA_P-NA;F;B;P;;200;NULL;;
;;;NULL;Data Microfauna;1974-06-01-M_GB_Ordnance survey_F-2_B-NA_P-NA_Data Microfauna;;2;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-06-01-M_GB_Ordnance survey_F-2_B-NA_P-NA;F;B;P;;750;NULL;;
;;;NULL;Data Microfauna;1974-06-01-M_GB_Ordnance survey_F-3_B-NA_P-NA_Data Microfauna;;3;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-06-01-M_GB_Ordnance survey_F-3_B-NA_P-NA;F;B;P;;1250;NULL;;
;;;NULL;Data Microfauna;1974-06-01-M_GB_Ordnance survey_F-4_B-NA_P-NA_Data Microfauna;;4;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-06-01-M_GB_Ordnance survey_F-4_B-NA_P-NA;F;B;P;;1400;NULL;;
;;;NULL;Data Microfauna;1974-06-01-M_GB_Ordnance survey_F-5_B-NA_P-NA_Data Microfauna;;5;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-06-01-M_GB_Ordnance survey_F-5_B-NA_P-NA;F;B;P;;450;NULL;;
;;;NULL;Data Microfauna;1974-06-01-M_GB_Ordnance survey_F-6_B-NA_P-NA_Data Microfauna;;6;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-06-01-M_GB_Ordnance survey_F-6_B-NA_P-NA;F;B;P;;500;NULL;;
;;;NULL;Data Microfauna;1974-06-01-M_GB_Ordnance survey_F-7_B-NA_P-NA_Data Microfauna;;7;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-06-01-M_GB_Ordnance survey_F-7_B-NA_P-NA;F;B;P;;590;NULL;;
;;;NULL;Data Microfauna;1974-06-01-M_GB_Ordnance survey_F-8_B-NA_P-NA_Data Microfauna;;8;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-06-01-M_GB_Ordnance survey_F-8_B-NA_P-NA;F;B;P;;510;NULL;;
;;;NULL;Data Microfauna;1974-06-01-M_GB_Ordnance survey_F-9_B-NA_P-NA_Data Microfauna;;9;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-06-01-M_GB_Ordnance survey_F-9_B-NA_P-NA;F;B;P;;150;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-10_B-NA_P-NA_Data Microfauna;;10;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-10_B-NA_P-NA;F;B;P;;405;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-11_B-NA_P-NA_Data Microfauna;;11;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-11_B-NA_P-NA;F;B;P;;435;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-12_B-NA_P-NA_Data Microfauna;;12;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-12_B-NA_P-NA;F;B;P;;465;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-13_B-NA_P-NA_Data Microfauna;;13;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-13_B-NA_P-NA;F;B;P;;390;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-14_B-NA_P-NA_Data Microfauna;;14;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-14_B-NA_P-NA;F;B;P;;280;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-15_B-NA_P-NA_Data Microfauna;;15;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-15_B-NA_P-NA;F;B;P;;1050;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-16_B-NA_P-NA_Data Microfauna;;16;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-16_B-NA_P-NA;F;B;P;;1750;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-17_B-NA_P-NA_Data Microfauna;;17;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-17_B-NA_P-NA;F;B;P;;515;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-18_B-NA_P-NA_Data Microfauna;;18;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-18_B-NA_P-NA;F;B;P;;1375;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-19_B-NA_P-NA_Data Microfauna;;19;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-19_B-NA_P-NA;F;B;P;;50;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-20_B-NA_P-NA_Data Microfauna;;20;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-20_B-NA_P-NA;F;B;P;;770;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-21_B-NA_P-NA_Data Microfauna;;21;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-21_B-NA_P-NA;F;B;P;;175;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-22_B-NA_P-NA_Data Microfauna;;22;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-22_B-NA_P-NA;F;B;P;;500;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-23_B-NA_P-NA_Data Microfauna;;23;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-23_B-NA_P-NA;F;B;P;;600;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-24_B-NA_P-NA_Data Microfauna;;24;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-24_B-NA_P-NA;F;B;P;;625;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-25_B-NA_P-NA_Data Microfauna;;25;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-25_B-NA_P-NA;F;B;P;;665;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-26_B-NA_P-NA_Data Microfauna;;26;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-26_B-NA_P-NA;F;B;P;;1655;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-27_B-NA_P-NA_Data Microfauna;;27;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-27_B-NA_P-NA;F;B;P;;835;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-28_B-NA_P-NA_Data Microfauna;;28;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-28_B-NA_P-NA;F;B;P;;395;NULL;;
;;;NULL;Data Microfauna;1974-07-01-M_GB_Ordnance survey_F-29_B-NA_P-NA_Data Microfauna;;29;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-07-01-M_GB_Ordnance survey_F-29_B-NA_P-NA;F;B;P;;765;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-30_B-NA_P-NA_Data Microfauna;;30;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-30_B-NA_P-NA;F;B;P;;550;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-31_B-NA_P-NA_Data Microfauna;;31;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-31_B-NA_P-NA;F;B;P;;890;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-32_B-NA_P-NA_Data Microfauna;;32;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-32_B-NA_P-NA;F;B;P;;405;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-33_B-NA_P-NA_Data Microfauna;;33;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-33_B-NA_P-NA;F;B;P;;23;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-34_B-NA_P-NA_Data Microfauna;;34;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-34_B-NA_P-NA;F;B;P;;490;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-35_B-NA_P-NA_Data Microfauna;;35;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-35_B-NA_P-NA;F;B;P;;485;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-36_B-NA_P-NA_Data Microfauna;;36;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-36_B-NA_P-NA;F;B;P;;545;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-37_B-NA_P-NA_Data Microfauna;;37;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-37_B-NA_P-NA;F;B;P;;95;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-38_B-NA_P-NA_Data Microfauna;;38;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-38_B-NA_P-NA;F;B;P;;490;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-39_B-NA_P-NA_Data Microfauna;;39;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-39_B-NA_P-NA;F;B;P;;585;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-40_B-NA_P-NA_Data Microfauna;;40;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-40_B-NA_P-NA;F;B;P;;210;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-41_B-NA_P-NA_Data Microfauna;;41;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-41_B-NA_P-NA;F;B;P;;370;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-42_B-NA_P-NA_Data Microfauna;;42;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-42_B-NA_P-NA;F;B;P;;875;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-43_B-NA_P-NA_Data Microfauna;;43;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-43_B-NA_P-NA;F;B;P;;290;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-44_B-NA_P-NA_Data Microfauna;;44;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-44_B-NA_P-NA;F;B;P;;345;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-45_B-NA_P-NA_Data Microfauna;;45;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-45_B-NA_P-NA;F;B;P;;365;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-46_B-NA_P-NA_Data Microfauna;;46;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-46_B-NA_P-NA;F;B;P;;215;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-47_B-NA_P-NA_Data Microfauna;;47;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-47_B-NA_P-NA;F;B;P;;235;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-48_B-NA_P-NA_Data Microfauna;;48;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-48_B-NA_P-NA;F;B;P;;88;NULL;;
;;;NULL;Data Microfauna;1974-08-01-M_GB_Ordnance survey_F-49_B-NA_P-NA_Data Microfauna;;49;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-08-01-M_GB_Ordnance survey_F-49_B-NA_P-NA;F;B;P;;285;NULL;;
;;;NULL;Data Microfauna;1974-09-01-M_GB_Ordnance survey_F-50_B-NA_P-NA_Data Microfauna;;50;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-09-01-M_GB_Ordnance survey_F-50_B-NA_P-NA;F;B;P;;175;NULL;;
;;;NULL;Data Microfauna;1974-09-01-M_GB_Ordnance survey_F-51_B-NA_P-NA_Data Microfauna;;51;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-09-01-M_GB_Ordnance survey_F-51_B-NA_P-NA;F;B;P;;165;NULL;;
;;;NULL;Data Microfauna;1974-09-01-M_GB_Ordnance survey_F-52_B-NA_P-NA_Data Microfauna;;52;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-09-01-M_GB_Ordnance survey_F-52_B-NA_P-NA;F;B;P;;260;NULL;;
;;;NULL;Data Microfauna;1974-09-01-M_GB_Ordnance survey_F-53_B-NA_P-NA_Data Microfauna;;53;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-09-01-M_GB_Ordnance survey_F-53_B-NA_P-NA;F;B;P;;55;NULL;;
;;;NULL;Data Microfauna;1974-09-01-M_GB_Ordnance survey_F-54_B-NA_P-NA_Data Microfauna;;54;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-09-01-M_GB_Ordnance survey_F-54_B-NA_P-NA;F;B;P;;405;NULL;;
;;;NULL;Data Microfauna;1974-09-01-M_GB_Ordnance survey_F-55_B-NA_P-NA_Data Microfauna;;55;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-09-01-M_GB_Ordnance survey_F-55_B-NA_P-NA;F;B;P;;735;NULL;;
;;;NULL;Data Microfauna;1974-09-01-M_GB_Ordnance survey_F-56_B-NA_P-NA_Data Microfauna;;56;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-09-01-M_GB_Ordnance survey_F-56_B-NA_P-NA;F;B;P;;145;NULL;;
;;;NULL;Data Microfauna;1974-09-01-M_GB_Ordnance survey_F-57_B-NA_P-NA_Data Microfauna;;57;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-09-01-M_GB_Ordnance survey_F-57_B-NA_P-NA;F;B;P;;255;NULL;;
;;;NULL;Data Microfauna;1974-09-01-M_GB_Ordnance survey_F-58_B-NA_P-NA_Data Microfauna;;58;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-09-01-M_GB_Ordnance survey_F-58_B-NA_P-NA;F;B;P;;185;NULL;;
;;;NULL;Data Microfauna;1974-09-01-M_GB_Ordnance survey_F-59_B-NA_P-NA_Data Microfauna;;59;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-09-01-M_GB_Ordnance survey_F-59_B-NA_P-NA;F;B;P;;435;NULL;;
;;;NULL;Data Microfauna;1974-09-01-M_GB_Ordnance survey_F-60_B-NA_P-NA_Data Microfauna;;60;NA;NA;;;;GB;;;ordnance_survey;M;;;1974-09-01-M_GB_Ordnance survey_F-60_B-NA_P-NA;F;B;P;;460;NULL;;
