id_sampling_point;date_sample_collection;precision_date;country_code;main_prog_name;additional_name;level_1_scale_obs;id_level_1;level_2_scale_obs;id_level_2;level_3_scale_obs;id_level_3;id_sample;data_type;type_of_sample;fungi_soil_subsample_mass;fungi_sampl_method;fungi_sampling_methodo_iso;fungi_methodology_class;fungi_molecular_marker;fungi_sequencing_type;fungi_sequencing_platform;fungi_sequencing_length;fungi_taxon_annotation_plat_db;fungi_taxon_annotation_database_or_pipeline;fungi_picking_scope;fungi_amf_morphological_analysis;fungi_amf_morphological_analysis_method
2018-01-01_Y_PT_LUCAS_F_76_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;PT;lucas;;F;76;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_RO_LUCAS_F_752_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;RO;lucas;;F;752;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_RO_LUCAS_F_755_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;RO;lucas;;F;755;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_RO_LUCAS_F_769_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;RO;lucas;;F;769;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_RO_LUCAS_F_770_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;RO;lucas;;F;770;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_RO_LUCAS_F_776_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;RO;lucas;;F;776;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_SI_LUCAS_F_34_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;SI;lucas;;F;34;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_SK_LUCAS_F_473_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;SK;lucas;;F;473;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_SK_LUCAS_F_523_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;SK;lucas;;F;523;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_SK_LUCAS_F_77_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;SK;lucas;;F;77;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_UK_LUCAS_F_226_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;UK;lucas;;F;226;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2011-06-20_D_IT_VC_SOIL_T_Lowland_block_1_P_1;date:2011-06-20T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;1;P;1;VC_SOIL_Lowland_1_1;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-06-20_D_IT_VC_SOIL_T_Lowland_block_1_P_2;date:2011-06-20T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;1;P;2;VC_SOIL_Lowland_1_2;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-06-20_D_IT_VC_SOIL_T_Lowland_block_1_P_3;date:2011-06-20T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;1;P;3;VC_SOIL_Lowland_1_3;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-08-04_D_IT_VC_SOIL_T_Lowland_block_2_P_1;date:2011-08-04T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;2;P;1;VC_SOIL_Lowland_2_1;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-08-04_D_IT_VC_SOIL_T_Lowland_block_2_P_2;date:2011-08-04T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;2;P;2;VC_SOIL_Lowland_2_2;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-08-04_D_IT_VC_SOIL_T_Lowland_block_2_P_3;date:2011-08-04T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;2;P;3;VC_SOIL_Lowland_2_3;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-09-07_D_IT_VC_SOIL_T_Lowland_block_3_P_1;date:2011-09-07T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;3;P;1;VC_SOIL_Lowland_3_1;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-09-07_D_IT_VC_SOIL_T_Lowland_block_3_P_2;date:2011-09-07T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;3;P;2;VC_SOIL_Lowland_3_2;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-09-07_D_IT_VC_SOIL_T_Lowland_block_3_P_3;date:2011-09-07T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;3;P;3;VC_SOIL_Lowland_3_3;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-06-20_D_IT_VC_ROOT_T_Lowland_block_1_P_1;date:2011-06-20T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;1;P;1;VC_ROOT_Lowland_1_1;;composite;;na;;sequencing;ITS1F /ITS4  (ITS);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-06-20_D_IT_VC_ROOT_T_Lowland_block_1_P_2;date:2011-06-20T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;1;P;2;VC_ROOT_Lowland_1_2;;composite;;na;;sequencing;ITS1F /ITS4  (ITS);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-06-20_D_IT_VC_ROOT_T_Lowland_block_1_P_3;date:2011-06-20T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;1;P;3;VC_ROOT_Lowland_1_3;;composite;;na;;sequencing;ITS1F /ITS4  (ITS);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-08-04_D_IT_VC_ROOT_T_Lowland_block_2_P_1;date:2011-08-04T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;2;P;1;VC_ROOT_Lowland_2_1;;composite;;na;;sequencing;ITS1F /ITS4  (ITS);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-08-04_D_IT_VC_ROOT_T_Lowland_block_2_P_2;date:2011-08-04T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;2;P;2;VC_ROOT_Lowland_2_2;;composite;;na;;sequencing;ITS1F /ITS4  (ITS);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-08-04_D_IT_VC_ROOT_T_Lowland_block_2_P_3;date:2011-08-04T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;2;P;3;VC_ROOT_Lowland_2_3;;composite;;na;;sequencing;ITS1F /ITS4  (ITS);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-09-07_D_IT_VC_ROOT_T_Lowland_block_3_P_1;date:2011-09-07T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;3;P;1;VC_ROOT_Lowland_3_1;;composite;;na;;sequencing;ITS1F /ITS4  (ITS);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-09-07_D_IT_VC_ROOT_T_Lowland_block_3_P_2;date:2011-09-07T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;3;P;2;VC_ROOT_Lowland_3_2;;composite;;na;;sequencing;ITS1F /ITS4  (ITS);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-09-07_D_IT_VC_ROOT_T_Lowland_block_3_P_3;date:2011-09-07T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Lowland;block;3;P;3;VC_ROOT_Lowland_3_3;;composite;;na;;sequencing;ITS1F /ITS4  (ITS);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-06-20_D_IT_VC_SOIL_T_Upland_block_1_P_1;date:2011-06-20T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;1;P;1;VC_SOIL_upland_1_1;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-06-20_D_IT_VC_SOIL_T_Upland_block_1_P_2;date:2011-06-20T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;1;P;2;VC_SOIL_upland_1_2;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-06-20_D_IT_VC_SOIL_T_Upland_block_1_P_3;date:2011-06-20T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;1;P;3;VC_SOIL_upland_1_3;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-08-04_D_IT_VC_SOIL_T_Upland_block_2_P_1;date:2011-08-04T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;2;P;1;VC_SOIL_upland_2_1;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-08-04_D_IT_VC_SOIL_T_Upland_block_2_P_2;date:2011-08-04T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;2;P;2;VC_SOIL_upland_2_2;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-08-04_D_IT_VC_SOIL_T_Upland_block_2_P_3;date:2011-08-04T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;2;P;3;VC_SOIL_upland_2_3;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-09-07_D_IT_VC_SOIL_T_Upland_block_3_P_1;date:2011-09-07T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;3;P;1;VC_SOIL_upland_3_1;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-09-07_D_IT_VC_SOIL_T_Upland_block_3_P_2;date:2011-09-07T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;3;P;2;VC_SOIL_upland_3_2;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-09-07_D_IT_VC_SOIL_T_Upland_block_3_P_3;date:2011-09-07T00:00:00:yyyy-MM-dd;D;IT;vc_soil;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;3;P;3;VC_SOIL_upland_3_3;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-06-20_D_IT_VC_ROOT_T_Upland_block_1_P_1;date:2011-06-20T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;1;P;1;VC_ROOT_upland_1_1;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-06-20_D_IT_VC_ROOT_T_Upland_block_1_P_2;date:2011-06-20T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;1;P;2;VC_ROOT_upland_1_2;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-06-20_D_IT_VC_ROOT_T_Upland_block_1_P_3;date:2011-06-20T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;1;P;3;VC_ROOT_upland_1_3;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-08-04_D_IT_VC_ROOT_T_Upland_block_2_P_1;date:2011-08-04T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;2;P;1;VC_ROOT_upland_2_1;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-08-04_D_IT_VC_ROOT_T_Upland_block_2_P_2;date:2011-08-04T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;2;P;2;VC_ROOT_upland_2_2;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-08-04_D_IT_VC_ROOT_T_Upland_block_2_P_3;date:2011-08-04T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;2;P;3;VC_ROOT_upland_2_3;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
2011-09-07_D_IT_VC_ROOT_T_Upland_block_3_P_1;date:2011-09-07T00:00:00:yyyy-MM-dd;D;IT;vc_root;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;Upland;block;3;P;1;VC_ROOT_upland_3_1;;composite;;na;;sequencing;ITS1F /ITS4  (ITS) AMADF/ AMDGR ( V3–V4  SSU rRNA);targeted;454_pyrosequencing;GREATERTHANSIGN300_bp;unite; QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0 (Caporaso et al. 2010).;otu;;
